GivenName	Latitude	Pounds	Birthday
Debra	3970.12	209	1977-05-12
William	3026.85	189.9	1977-05-13
Marie	3894.74	169.4	1977-05-14
Stephan	4018.39	152	1977-05-15
William	3629.03	220.9	1977-05-16
Rosa	3424.53	155.3	1977-05-17
Jeffrey	4078.81	194.3	1977-05-18
Robert	4021.11	180.2	1977-05-19
Ruth	2145.29	138.8	1977-05-20
Stephen	4069.40	223.7	1977-05-21
Grace	3891.91	190.5	1977-05-22
Ralph	3309.78	162.1	1977-05-23
Letha	4267.75	151.8	1977-05-24
Elizabeth	3822.07	148.9	1977-05-25
Katrina	4560.16	157.1	1977-05-26
Betty	3350.44	200.9	1977-05-27
Monica	4073.99	163.2	1977-05-28
Karen	2942.64	128.5	1977-05-29
Stacy	4005.98	186.1	1977-05-30
Diane	2975.89	145.9	1977-05-31
David	4264.09	141.7	1977-06-01
Jacqueline	3905.96	186.8	1977-06-02
Victoria	3972.13	221.3	1977-06-03
Lisa	4162.92	178.2	1977-06-04
Elizabeth	4363.72	221.5	1977-06-05
Rebecca	3165.10	139.9	1977-06-06
Albert	2518.25	216.3	1977-06-07
Brenda	3483.47	189.6	1977-06-08
Katherine	4131.77	225.5	1977-06-09
Roberto	4445.64	164.1	1977-06-10
Ismael	2989.38	218.2	1977-06-11
Diane	4485.03	145.4	1977-06-12
Harry	3503.77	231.9	1977-06-13
Emilio	3558.39	210.3	1977-06-14
Aaron	4277.05	172.9	1977-06-15
Pauline	3814.50	118.4	1977-06-16
Joyce	4220.96	206.8	1977-06-17
Christopher	3696.50	147.4	1977-06-18
Michelle	4293.63	141.5	1977-06-19
Pamela	4125.33	143.4	1977-06-20
Vernon	3844.74	195.1	1977-06-21
Porfirio	4303.91	198.4	1977-06-22
Patrick	4761.54	230.8	1977-06-23
Jeffrey	3681.46	170.9	1977-06-24
Nadine	3917.57	115.9	1977-06-25
Jack	3906.53	196.7	1977-06-26
Larry	4310.40	142.3	1977-06-27
Mariana	3301.73	134	1977-06-28
Joel	4100.56	190.5	1977-06-29
Lorraine	4066.00	200.6	1977-06-30
Lisa	3866.94	159.7	1977-07-01
Lamont	4077.48	176.9	1977-07-02
Alice	4171.02	217.6	1977-07-03
Angela	3886.87	188.3	1977-07-04
Jose	3854.90	230.8	1977-07-05
Theodore	3296.48	218.5	1977-07-06
Edward	4231.43	176.9	1977-07-07
Lois	3989.34	179.7	1977-07-08
Christine	4129.95	152	1977-07-09
Shane	3387.29	148.7	1977-07-10
Clara	3431.32	223.5	1977-07-11
Kathleen	3471.78	131.1	1977-07-12
Amy	4039.72	140.1	1977-07-13
Morgan	4379.65	169.4	1977-07-14
Robert	3950.53	133.5	1977-07-15
Tyler	3282.64	211.2	1977-07-16
Gary	3123.55	148.7	1977-07-17
Frank	4075.55	173.6	1977-07-18
Michael	3709.24	218.9	1977-07-19
Kaitlyn	3978.36	150.9	1977-07-20
Adrienne	4227.78	135.3	1977-07-21
Robert	2968.73	170.1	1977-07-22
Betty	3539.89	176.4	1977-07-23
Rebecca	3008.53	173.8	1977-07-24
Ricardo	3902.10	162.1	1977-07-25
Curtis	3570.90	151.4	1977-07-26
Kathleen	4568.18	175.8	1977-07-27
Kenneth	2125.28	253.4	1977-07-28
Cedric	3931.13	181.1	1977-07-29
Mitchell	4190.19	182.4	1977-07-30
Neil	4032.72	223.5	1977-07-31
William	4184.17	215.4	1977-08-01
Susana	4231.99	138.2	1977-08-02
Tommy	4135.12	212.7	1977-08-03
Sadie	4179.07	207.7	1977-08-04
Rosa	3766.55	181.5	1977-08-05
John	3782.67	199.5	1977-08-06
Ethel	2815.32	143.4	1977-08-07
Elizabeth	2877.54	175.8	1977-08-08
Kelly	2628.29	134.2	1977-08-09
Carlos	3287.83	194.7	1977-08-10
Charles	3670.39	148.9	1977-08-11
Ella	3284.56	221.1	1977-08-12
Carmen	3759.85	236.3	1977-08-13
Imelda	3012.56	222.4	1977-08-14
Candice	3987.88	214.3	1977-08-15
Jeffrey	4738.24	147	1977-08-16
Maria	4139.15	141	1977-08-17
Jennifer	4168.49	165.2	1977-08-18
James	3605.25	198.4	1977-08-19
Alexander	3180.75	175.3	1977-08-20
August	3771.68	168.7	1977-08-21
David	3283.38	152.2	1977-08-22
Brandy	3789.62	122.5	1977-08-23
Pauline	3870.95	179.7	1977-08-24
Nettie	3709.40	111.1	1977-08-25
Margarita	3979.71	176.7	1977-08-26
Lynn	2578.71	188.8	1977-08-27
Thomas	4323.96	198.4	1977-08-28
Billy	3374.49	160.8	1977-08-29
Gertrude	3051.25	171.8	1977-08-30
Hilary	1523.93	175.1	1977-08-31
Mathew	3297.33	207.7	1977-09-01
Evelyn	3374.78	203.3	1977-09-02
Jerry	4030.70	129.4	1977-09-03
Chris	2826.98	167.9	1977-09-04
Robert	3670.48	232.1	1977-09-05
Ericka	3499.78	202	1977-09-06
Terry	4074.60	222.2	1977-09-07
Nellie	3292.01	114.2	1977-09-08
Alexander	4080.51	185.7	1977-09-09
Michele	3981.13	224.2	1977-09-10
Willie	4832.61	140.1	1977-09-11
Doug	4081.14	166.8	1977-09-12
Matthew	3288.77	196.5	1977-09-13
William	2934.62	196	1977-09-14
Patsy	2597.80	127.2	1977-09-15
John	2618.54	139.9	1977-09-16
Kimberly	2807.98	198.9	1977-09-17
Heather	4083.54	155.8	1977-09-18
Heidi	3606.49	188.1	1977-09-19
Steve	4461.26	186.8	1977-09-20
John	2997.21	203.9	1977-09-21
Andrea	4282.10	151.4	1977-09-22
Martha	4027.77	169	1977-09-23
Scott	3895.93	196.9	1977-09-24
Joanna	3806.06	202.4	1977-09-25
Herbert	3417.01	190.3	1977-09-26
Phyllis	3768.58	166.8	1977-09-27
Paige	3578.77	182.6	1977-09-28
Betty	2967.24	226.4	1977-09-29
Cruz	4302.24	219.3	1977-09-30
James	3766.70	218.5	1977-10-01
Rosa	3404.03	127.4	1977-10-02
Jamie	3995.02	189	1977-10-03
Jessica	4272.62	133.8	1977-10-04
Gregorio	4078.13	129.1	1977-10-05
Carl	3409.41	138.8	1977-10-06
Loretta	3895.00	189.9	1977-10-07
Rita	3842.79	187.4	1977-10-08
Emma	4502.07	210.1	1977-10-09
Hazel	3027.67	176.9	1977-10-10
Edmundo	4381.41	225.9	1977-10-11
Edward	3297.57	194.5	1977-10-12
James	4271.71	201.1	1977-10-13
Albert	4078.31	235.4	1977-10-14
Jerry	3873.50	144.1	1977-10-15
Jerry	4343.40	167.2	1977-10-16
Erma	3663.64	192.1	1977-10-17
Willard	2997.04	158.2	1977-10-18
Teresa	4009.50	213	1977-10-19
Sandra	4101.23	223.3	1977-10-20
Robert	4131.26	164.8	1977-10-21
Mary	4311.47	135.5	1977-10-22
Frank	3959.63	141.2	1977-10-23
Antonio	3362.20	161	1977-10-24
Wendy	4254.49	137.1	1977-10-25
Kimberly	4078.26	175.6	1977-10-26
John	3802.05	227	1977-10-27
Antoinette	3992.97	166.3	1977-10-28
Kelsie	3866.63	123	1977-10-29
Grant	4493.87	163	1977-10-30
Rufus	3408.34	179.3	1977-10-31
Lucille	3525.54	117.3	1977-11-01
Garfield	2805.46	205.9	1977-11-02
Diane	3424.04	174	1977-11-03
Richard	4222.30	161.3	1977-11-04
Terry	4253.98	135.5	1977-11-05
John	3597.89	156.6	1977-11-06
Brandon	3920.56	165.9	1977-11-07
Harriet	3852.81	110.9	1977-11-08
Morris	4077.20	202.2	1977-11-09
George	4373.24	188.8	1977-11-10
Yvette	3916.16	128.7	1977-11-11
Florence	3052.40	122.1	1977-11-12
Rhett	3970.26	200.4	1977-11-13
Louise	3889.75	121.2	1977-11-14
Jeffrey	3986.68	200.2	1977-11-15
Leroy	2592.48	211.6	1977-11-16
Edward	2793.39	152.7	1977-11-17
Mary	4320.52	216	1977-11-18
Tamara	4751.72	121.4	1977-11-19
Rita	2670.16	188.3	1977-11-20
Dayna	4209.66	225.7	1977-11-21
John	4027.00	202.8	1977-11-22
Joseph	4135.41	184.8	1977-11-23
Sandra	3995.86	219.3	1977-11-24
Kristin	4311.18	230.3	1977-11-25
Cameron	3724.22	161.3	1977-11-26
Mario	4392.89	224.6	1977-11-27
Gene	4004.18	149.8	1977-11-28
Marilyn	2958.32	116.4	1977-11-29
Nicholas	4468.73	178.2	1977-11-30
David	3597.70	163.5	1977-12-01
Walter	4217.11	180.8	1977-12-02
Reginald	4298.53	169.8	1977-12-03
Joseph	3996.32	199.8	1977-12-04
Vivian	3514.99	199.3	1977-12-05
Major	3611.31	225.7	1977-12-06
Wendy	3335.10	170.7	1977-12-07
John	3985.52	157.3	1977-12-08
Bill	4073.65	151.8	1977-12-09
Brent	4209.02	148.7	1977-12-10
Calvin	3175.64	151.4	1977-12-11
Loretta	4089.34	108.5	1977-12-12
John	4207.75	204.2	1977-12-13
Jessica	3569.02	169	1977-12-14
Ralph	4094.33	156.9	1977-12-15
William	3393.72	156.6	1977-12-16
Reyes	4067.06	148.9	1977-12-17
Tami	4320.22	171.2	1977-12-18
Claudia	3775.66	154	1977-12-19
David	3772.33	237.6	1977-12-20
Janet	4003.49	121.7	1977-12-21
Sylvia	3626.92	114	1977-12-22
Gearldine	3936.14	134.6	1977-12-23
Vicki	4134.91	224	1977-12-24
Teddy	3622.63	195.1	1977-12-25
James	3114.84	192.9	1977-12-26
Samantha	3999.49	127.4	1977-12-27
William	3524.03	190.1	1977-12-28
Eric	3390.24	167	1977-12-29
Virginia	4494.11	175.1	1977-12-30
Larry	3519.42	244.6	1977-12-31
Alfreda	4088.95	139.3	1978-01-01
Gerald	3867.10	140.1	1978-01-02
Robert	3358.13	144.1	1978-01-03
Jenny	3759.70	197.8	1978-01-04
Sue	4236.78	147.8	1978-01-05
Donald	3758.42	190.1	1978-01-06
Gregory	4212.23	142.1	1978-01-07
Javier	3614.27	207.9	1978-01-08
Shane	3280.63	253.7	1978-01-09
Sharon	3302.28	114.2	1978-01-10
Margaret	3744.19	128.3	1978-01-11
Cole	3380.30	144.8	1978-01-12
Arthur	3789.43	207.9	1978-01-13
Sheldon	2973.66	168.1	1978-01-14
Elsie	4148.94	110.7	1978-01-15
John	3272.67	195.8	1978-01-16
David	2998.32	174.9	1978-01-17
Kylie	3998.16	157.7	1978-01-18
Nilda	3987.30	131.3	1978-01-19
Steven	4187.98	200.4	1978-01-20
Jeanne	3392.46	188.8	1978-01-21
Beverly	4363.66	121	1978-01-22
Kim	4159.63	120.6	1978-01-23
Tricia	4337.35	142.6	1978-01-24
Thelma	2670.02	158.6	1978-01-25
Rob	4026.59	242	1978-01-26
Berneice	3189.13	129.6	1978-01-27
Alyssa	4775.65	129.8	1978-01-28
Katherine	3620.05	138.8	1978-01-29
Deborah	4129.24	194.3	1978-01-30
Jay	4129.60	202.4	1978-01-31
Hilda	4106.75	164.3	1978-02-01
Gale	3880.71	122.3	1978-02-02
Jeffrey	3343.30	172.7	1978-02-03
Sara	3329.87	132.4	1978-02-04
Paul	3661.24	251	1978-02-05
Cleo	4090.76	196.9	1978-02-06
Cesar	4051.12	149.4	1978-02-07
Thaddeus	4758.94	190.3	1978-02-08
Christopher	3717.71	214.9	1978-02-09
Larry	4332.32	243.1	1978-02-10
George	3118.64	190.1	1978-02-11
Samantha	4172.36	162.8	1978-02-12
Mark	4068.71	136	1978-02-13
Christy	4137.56	188.3	1978-02-14
Marvin	4210.91	219.8	1978-02-15
Justin	3929.49	215.8	1978-02-16
Denise	4089.11	180.2	1978-02-17
Rita	4256.36	139.5	1978-02-18
Billy	3233.87	147.4	1978-02-19
Josephine	4547.85	139.3	1978-02-20
Connie	4236.18	136.8	1978-02-21
Lionel	4149.34	137.7	1978-02-22
Jacob	3376.11	218.5	1978-02-23
Eddie	4072.61	217.6	1978-02-24
Troy	3979.51	233.6	1978-02-25
Felipe	4187.27	194.3	1978-02-26
Patricia	3595.62	204.2	1978-02-27
Nona	3952.18	168.5	1978-02-28
William	4072.31	200.2	1978-03-01
William	2784.85	208.3	1978-03-02
Angelo	4542.20	137.1	1978-03-03
Wesley	4765.41	195.4	1978-03-04
Mary	3987.91	172	1978-03-05
Lurline	4618.90	170.9	1978-03-06
Muriel	2582.72	162.6	1978-03-07
Glenn	3794.67	150.3	1978-03-08
Brenda	3257.95	143.4	1978-03-09
Sam	2821.50	216.9	1978-03-10
Michele	3051.32	117.3	1978-03-11
Wendy	2614.15	154.7	1978-03-12
Robert	3871.30	163.7	1978-03-13
Elsie	3613.80	177.1	1978-03-14
Paul	4203.13	150.9	1978-03-15
Ralph	3772.58	182.8	1978-03-16
David	3653.78	202.2	1978-03-17
Marguerite	3905.48	150.9	1978-03-18
William	3405.42	236.5	1978-03-19
Terry	3765.84	201.7	1978-03-20
Stephen	3552.89	130.5	1978-03-21
Tracy	4232.26	167	1978-03-22
Jerry	4734.97	173.4	1978-03-23
Billy	4220.45	148.9	1978-03-24
Louise	4008.87	168.1	1978-03-25
Donna	4069.96	160.8	1978-03-26
Sandra	4373.23	185.5	1978-03-27
Norma	3313.32	139.5	1978-03-28
Charles	3234.10	175.6	1978-03-29
Leonard	2575.23	153.8	1978-03-30
Richard	4369.14	180.8	1978-03-31
Clifford	3523.40	232.8	1978-04-01
Helen	4137.95	183.9	1978-04-02
Elma	4162.63	145.9	1978-04-03
James	3667.32	156.9	1978-04-04
Erin	3520.95	171.8	1978-04-05
Charles	3368.52	139	1978-04-06
Linda	4420.26	209	1978-04-07
Ann	3405.92	115.7	1978-04-08
Toni	3794.31	196.9	1978-04-09
Susan	3564.88	195.1	1978-04-10
Ida	3967.72	234.1	1978-04-11
Barbara	3432.71	150.7	1978-04-12
Larry	2953.18	190.3	1978-04-13
Fernando	4081.14	146.5	1978-04-14
Ryan	4398.85	234.7	1978-04-15
Dawne	4497.12	134.2	1978-04-16
Charles	4305.08	199.5	1978-04-17
James	2733.06	179.7	1978-04-18
Don	4723.33	163.7	1978-04-19
Leola	3672.62	129.1	1978-04-20
Emma	4058.17	107.8	1978-04-21
Rick	3132.61	226.2	1978-04-22
Sherron	4351.10	118.6	1978-04-23
Jessica	4308.28	115.1	1978-04-24
Estelle	3859.36	207.9	1978-04-25
Sonya	3313.49	158.6	1978-04-26
Jack	4605.25	219.8	1978-04-27
Joseph	4560.02	163.7	1978-04-28
Josephine	4763.60	216.5	1978-04-29
Jerome	3536.47	250.6	1978-04-30
Sarah	3804.35	185.9	1978-05-01
Ted	3952.86	157.1	1978-05-02
Anna	4105.81	179.3	1978-05-03
Marc	3369.15	203.3	1978-05-04
Lois	3414.96	125.8	1978-05-05
Beatrice	3041.00	162.1	1978-05-06
Ivory	4149.45	143.4	1978-05-07
Sheila	4010.19	180.6	1978-05-08
Lucinda	3574.88	182.6	1978-05-09
Crystal	4732.38	113.1	1978-05-10
Jeffrey	4131.89	204.2	1978-05-11
Brandon	2856.79	158.2	1978-05-12
David	4175.98	182.8	1978-05-13
Heather	3775.66	122.5	1978-05-14
Margarita	4128.39	157.3	1978-05-15
Joan	3673.55	125.4	1978-05-16
Chester	3813.63	176	1978-05-17
Nicki	4272.20	138.4	1978-05-18
Doris	3400.40	166.1	1978-05-19
Lauren	4296.53	170.7	1978-05-20
Matthew	4239.90	230.6	1978-05-21
Edward	3954.46	205.3	1978-05-22
Miguel	4658.16	234.3	1978-05-23
Sherman	2949.33	174.5	1978-05-24
Sondra	3989.96	114.6	1978-05-25
David	3410.67	135.3	1978-05-26
Willie	3889.86	141.5	1978-05-27
Rodrigo	4471.84	174.9	1978-05-28
Myrna	3731.89	154.2	1978-05-29
Doreen	3740.32	154.4	1978-05-30
Gracie	4304.64	145.6	1978-05-31
Wanda	4168.57	129.4	1978-06-01
Bryan	4209.67	245.5	1978-06-02
Bret	4152.97	216.7	1978-06-03
Jaime	3976.87	168.5	1978-06-04
Victor	3488.68	233.9	1978-06-05
Lucille	3790.34	214.9	1978-06-06
Dustin	3610.00	226.2	1978-06-07
Joshua	4060.32	225.7	1978-06-08
Anita	4303.39	227.9	1978-06-09
Raymond	4319.90	218	1978-06-10
Richard	4076.04	163.5	1978-06-11
Charlie	3368.28	226.8	1978-06-12
Elizabeth	2616.16	178.4	1978-06-13
Mona	3402.96	176.9	1978-06-14
Jamie	4077.38	159.9	1978-06-15
William	4113.63	166.8	1978-06-16
Arlene	4239.52	154.4	1978-06-17
Everett	4485.87	222.2	1978-06-18
Marcia	3197.38	112.6	1978-06-19
Rogelio	4001.12	165.4	1978-06-20
Susan	4003.37	163.7	1978-06-21
Beth	4177.84	222.4	1978-06-22
Andrew	3391.14	147.2	1978-06-23
Nancy	4251.68	228.4	1978-06-24
Rosemarie	4006.05	123.4	1978-06-25
Rose	3532.05	134.4	1978-06-26
Thomas	3605.27	179.5	1978-06-27
Rachel	4072.16	213	1978-06-28
Julie	4071.13	128	1978-06-29
John	3415.27	212.1	1978-06-30
Mary	3878.33	216.9	1978-07-01
Ernest	4748.06	235.2	1978-07-02
Hayley	4204.03	123.2	1978-07-03
Stephania	4009.59	202.2	1978-07-04
Tracy	4219.04	219.6	1978-07-05
Leigh	4199.90	146.1	1978-07-06
Paul	3395.48	149.4	1978-07-07
Glenn	3934.29	229.9	1978-07-08
James	3966.00	200.4	1978-07-09
Penny	2984.90	180.6	1978-07-10
Paul	3382.52	220	1978-07-11
Steven	6100.06	228.1	1978-07-12
Jean	3471.74	196.2	1978-07-13
Scott	4196.47	210.5	1978-07-14
Charlie	4189.62	202.6	1978-07-15
Marilyn	4100.81	212.3	1978-07-16
Shelli	4248.47	191.4	1978-07-17
Helen	3989.48	132	1978-07-18
John	3679.62	166.8	1978-07-19
Raymond	3042.81	147.6	1978-07-20
Dorothy	3395.67	132.4	1978-07-21
Joseph	4184.52	219.1	1978-07-22
Jason	3270.83	173.8	1978-07-23
Wm	4118.39	157.5	1978-07-24
Jean	2644.45	210.5	1978-07-25
Carolina	3862.46	178.9	1978-07-26
Margo	3607.76	192.5	1978-07-27
Barry	4011.90	140.6	1978-07-28
Betty	3980.34	187.4	1978-07-29
Carolyn	3390.82	138.4	1978-07-30
Louis	4066.94	165	1978-07-31
Theresa	3512.97	182.2	1978-08-01
Julie	4071.56	129.4	1978-08-02
Agnes	3744.94	165.9	1978-08-03
Karen	4480.77	196	1978-08-04
Juan	4466.28	175.1	1978-08-05
Elizabeth	4069.30	188.3	1978-08-06
Cory	4191.44	149.4	1978-08-07
Michael	4128.44	229	1978-08-08
Patrick	3006.22	239.6	1978-08-09
Joe	3927.52	169.2	1978-08-10
Mary	3337.16	193.8	1978-08-11
Michael	3277.13	174	1978-08-12
Christi	4852.78	201.3	1978-08-13
Greg	4225.77	177.1	1978-08-14
Alan	4665.57	245.5	1978-08-15
Michael	3233.80	233	1978-08-16
Leslie	4267.01	156.6	1978-08-17
Connie	3488.08	172.3	1978-08-18
Kimberly	3751.61	165.7	1978-08-19
Cynthia	4106.19	228.4	1978-08-20
Robbie	3353.90	170.1	1978-08-21
Martha	2547.10	119.7	1978-08-22
Robert	4230.72	185	1978-08-23
Gary	4083.61	226.6	1978-08-24
Karen	4451.01	231	1978-08-25
Alexander	3335.42	140.1	1978-08-26
Sylvia	2849.37	146.5	1978-08-27
Alanna	4649.22	128.5	1978-08-28
Lewis	3859.29	150.3	1978-08-29
Patrick	4036.57	216.9	1978-08-30
Calvin	4066.90	196.7	1978-08-31
Frank	3962.09	156.4	1978-09-01
Jodie	3952.70	211.9	1978-09-02
Ella	2768.74	174	1978-09-03
Dorothy	3724.22	103.6	1978-09-04
Kim	4038.18	114.6	1978-09-05
Angeline	3395.24	126.1	1978-09-06
Toni	4215.41	217.4	1978-09-07
Maria	3194.10	228.6	1978-09-08
Frances	3904.94	180.6	1978-09-09
Sheila	4222.06	218	1978-09-10
Christopher	3355.87	136.2	1978-09-11
Jim	4289.62	239.8	1978-09-12
Paul	3752.48	153.6	1978-09-13
Lois	3843.97	131.6	1978-09-14
William	4019.50	238.9	1978-09-15
Timothy	4162.89	216.9	1978-09-16
Steve	3883.94	159.7	1978-09-17
James	3916.26	239.4	1978-09-18
Ismael	4483.26	185.7	1978-09-19
Bernice	3997.27	201.5	1978-09-20
Daniel	3122.79	216.7	1978-09-21
Mary	3550.39	142.8	1978-09-22
Patricia	2884.72	115.5	1978-09-23
Michelle	4145.18	155.1	1978-09-24
Victoria	4063.71	196.7	1978-09-25
Edward	4243.34	220.4	1978-09-26
Justin	3594.27	153.1	1978-09-27
Charolette	3395.44	204.6	1978-09-28
Andrew	4489.48	189.4	1978-09-29
Luther	4189.41	138.6	1978-09-30
Calvin	3998.07	159.7	1978-10-01
Daniel	4235.25	244.6	1978-10-02
Kelly	4220.49	183.7	1978-10-03
Charles	3342.23	148.1	1978-10-04
Thomas	4131.16	192.9	1978-10-05
Amber	4695.90	212.5	1978-10-06
Frank	3387.39	238.5	1978-10-07
Yvette	3957.37	109.3	1978-10-08
Michelle	3367.04	199.8	1978-10-09
Betty	3496.80	198.4	1978-10-10
Phillip	2611.97	194.7	1978-10-11
Marion	3899.34	172.5	1978-10-12
David	3887.37	168.5	1978-10-13
Ricky	4084.20	249.9	1978-10-14
Tiffany	4064.53	222.4	1978-10-15
Andrew	4245.94	218.2	1978-10-16
Erik	3746.59	244.2	1978-10-17
Wilfred	3040.59	222.6	1978-10-18
Denise	3277.85	205.5	1978-10-19
Jeffrey	4058.74	238.3	1978-10-20
Eunice	4371.38	195.4	1978-10-21
Mellisa	2766.99	229.2	1978-10-22
Sharon	4237.34	167.6	1978-10-23
Harold	4116.00	205	1978-10-24
Scott	3333.91	154	1978-10-25
Barbara	3286.49	139	1978-10-26
Carolyn	4182.18	180	1978-10-27
Moses	3374.20	184.8	1978-10-28
Marty	4068.40	220.4	1978-10-29
Richard	3889.12	164.6	1978-10-30
Dorothy	3407.22	207.2	1978-10-31
Mary	4310.65	145.4	1978-11-01
Mary	4411.10	133.8	1978-11-02
Floyd	4162.89	177.8	1978-11-03
Sonia	3512.21	156.6	1978-11-04
Jennifer	3284.15	119.5	1978-11-05
Paula	3613.79	193.6	1978-11-06
Carrie	3307.36	196.5	1978-11-07
Gary	4357.99	216.7	1978-11-08
Steven	3240.87	233	1978-11-09
Nell	3791.19	159.9	1978-11-10
Marcus	3864.25	191.8	1978-11-11
Sophie	3432.20	167	1978-11-12
David	3221.80	189.9	1978-11-13
Kristal	3780.84	162.6	1978-11-14
Marian	4727.67	180	1978-11-15
Amanda	2949.86	141.9	1978-11-16
Jose	4367.51	229.9	1978-11-17
Angela	4765.93	140.6	1978-11-18
Tracy	3451.37	148.9	1978-11-19
William	4570.08	185	1978-11-20
Teresa	3378.57	139.5	1978-11-21
Judith	4374.14	121.9	1978-11-22
Mary	4061.73	135.5	1978-11-23
Jane	3551.11	179.7	1978-11-24
Leon	4042.71	238.5	1978-11-25
Erik	3016.24	198.4	1978-11-26
Mark	3064.94	138.8	1978-11-27
Lois	4247.39	152.2	1978-11-28
Michael	2970.26	147.4	1978-11-29
William	3397.74	180	1978-11-30
David	4050.56	150	1978-12-01
James	3908.33	224	1978-12-02
Mindy	3617.24	213	1978-12-03
Rebecca	3213.95	155.8	1978-12-04
Joe	3731.63	148.1	1978-12-05
Michael	4176.17	241.8	1978-12-06
Melvin	4569.38	133.8	1978-12-07
Sarah	3627.61	110.4	1978-12-08
Michael	2151.19	251.7	1978-12-09
Garry	4664.87	211.2	1978-12-10
Naomi	4089.18	127.4	1978-12-11
Douglas	3988.12	194.3	1978-12-12
Tracy	4297.38	117	1978-12-13
Camelia	4055.74	139	1978-12-14
Dorothy	3878.17	121.7	1978-12-15
Denny	4418.95	136	1978-12-16
Frankie	3051.53	187.9	1978-12-17
Rachel	4059.15	170.7	1978-12-18
Ryan	4333.15	174.9	1978-12-19
Ruth	3554.95	173.6	1978-12-20
Kathy	3382.05	124.5	1978-12-21
Lisa	4214.49	221.3	1978-12-22
Christine	3700.43	194.3	1978-12-23
Anita	3357.66	136.6	1978-12-24
Edna	4188.71	187.4	1978-12-25
Armando	4480.10	143.7	1978-12-26
Scott	3792.26	175.1	1978-12-27
Hazel	4161.33	171.8	1978-12-28
Selma	3437.67	117	1978-12-29
Andre	4065.74	146.5	1978-12-30
Tamara	4233.28	160.4	1978-12-31
Ulysses	3899.06	213.8	1979-01-01
Ramon	3796.19	167.9	1979-01-02
Robert	4014.45	222.4	1979-01-03
Judy	3756.80	202.4	1979-01-04
Samuel	3983.33	163.2	1979-01-05
Rudolph	4756.02	128.3	1979-01-06
Clinton	3762.93	239.1	1979-01-07
Keith	3731.47	205.5	1979-01-08
Jaime	3923.02	149.8	1979-01-09
Tracy	4363.20	148.5	1979-01-10
Carl	3920.60	176.7	1979-01-11
Dale	4040.94	186.8	1979-01-12
Jeffery	3625.05	224.2	1979-01-13
Peggy	4254.09	167.9	1979-01-14
Julia	4165.83	115.7	1979-01-15
Justin	4280.98	169.2	1979-01-16
Gary	3941.69	205.5	1979-01-17
Gordon	4190.01	242.2	1979-01-18
Randy	4195.87	215.4	1979-01-19
Samuel	4051.25	222.6	1979-01-20
David	3575.68	246	1979-01-21
Betty	2971.42	160.2	1979-01-22
Sherry	4181.87	205.9	1979-01-23
Ross	4293.09	187.7	1979-01-24
Jane	3499.77	129.6	1979-01-25
Pauline	3045.23	160.6	1979-01-26
Vickie	3045.55	133.3	1979-01-27
Mary	4424.49	114	1979-01-28
Steven	3046.00	163.9	1979-01-29
Mary	4026.11	150.7	1979-01-30
Donald	4001.06	168.3	1979-01-31
Harlan	3681.03	197.3	1979-02-01
Chung	3991.44	170.9	1979-02-02
Marshall	4072.64	178	1979-02-03
Keith	3501.16	210.8	1979-02-04
Carolyn	4089.25	224.6	1979-02-05
Winnie	4005.98	147.6	1979-02-06
Dennis	3572.80	196.9	1979-02-07
Jacob	3775.84	214.7	1979-02-08
Joseph	3922.14	185.2	1979-02-09
Glenn	4677.23	181.7	1979-02-10
Hugh	4308.31	176.2	1979-02-11
Kathy	2574.31	150.9	1979-02-12
Roger	3138.36	187.9	1979-02-13
William	3776.37	144.1	1979-02-14
Randal	3921.68	197.1	1979-02-15
Vincent	3368.82	217.8	1979-02-16
Zoila	3774.37	108.7	1979-02-17
Nancy	3051.19	183.9	1979-02-18
Michael	3410.94	224.6	1979-02-19
James	3969.34	204.4	1979-02-20
Kelly	3384.29	170.9	1979-02-21
Stephen	4498.56	211.4	1979-02-22
Phyllis	3852.28	204.8	1979-02-23
Brian	3274.92	217.8	1979-02-24
Arnold	2786.65	155.3	1979-02-25
Erica	3612.64	128.5	1979-02-26
Raymond	3380.89	180.6	1979-02-27
Lance	2677.72	142.8	1979-02-28
Frank	3311.05	209.7	1979-03-01
Karen	4068.22	111.1	1979-03-02
Gary	2664.55	185.9	1979-03-03
Mary	3383.41	139.3	1979-03-04
Marissa	3553.72	129.1	1979-03-05
Joy	4084.37	186.6	1979-03-06
Doris	4679.79	186.8	1979-03-07
David	3258.38	209	1979-03-08
Lee	4171.34	224	1979-03-09
Luther	3563.86	176	1979-03-10
Ashley	4160.38	150.7	1979-03-11
Kathryn	4293.42	123.6	1979-03-12
Ariana	4208.26	130.2	1979-03-13
Charles	4321.86	170.9	1979-03-14
Maria	4227.01	146.1	1979-03-15
John	3842.02	223.7	1979-03-16
Rose	3968.96	227	1979-03-17
Willie	4213.98	180.4	1979-03-18
Dorothy	3727.28	184.8	1979-03-19
Marguerite	4364.85	137.5	1979-03-20
Eric	3966.92	200.4	1979-03-21
Marco	3884.24	189.6	1979-03-22
Catherine	3700.81	153.3	1979-03-23
Frankie	4762.08	208.6	1979-03-24
Dennis	4011.97	138.8	1979-03-25
David	4298.48	143.4	1979-03-26
Matthew	3252.07	143.4	1979-03-27
Gary	4057.22	211.4	1979-03-28
Arturo	4553.84	177.1	1979-03-29
Lizbeth	4561.59	202.8	1979-03-30
